n,a_n
11248,10603
11249,-1403
11250,-10816
11251,-5431
11252,-8180
11253,7315
11254,11034
11255,7480
11256,1480
11257,-3435
11258,10644
11259,3159
11260,-11166
11261,-7915
11262,10932
11263,-7612
11264,-892
11265,2377
11266,10440
11267,-5281
11268,-197
11269,-8969
11270,-2758
11271,3531
11272,-1682
11273,10690
11274,8392
11275,-8137
11276,-3059
11277,8914
11278,-10872
11279,-9797
11280,-11261
11281,-11272
11282,392
11283,7259
11284,10599
11285,-7553
11286,-6474
11287,-8273
11288,10464
11289,6786
11290,1801
11291,-8613
11292,10707
11293,4938
11294,-6221
11295,-6801
11296,-5888
11297,-6882
11298,-10647
11299,1602
11300,-2377
11301,-10474
11302,793
11303,10947
11304,11222
11305,2592
11306,-2094
11307,-11214
11308,11268
11309,8807
11310,-10160
11311,-1006
11312,-7201
11313,-5117
11314,-6889
11315,-5553
11316,11006
11317,-9530
11318,11316
11319,-186
11320,6813
11321,10162
11322,9832
11323,-10489
11324,-7949
11325,-7886
11326,-6415
11327,1497
11328,11323
11329,7302
11330,9143
11331,9319
11332,9753
11333,11302
11334,-11251
11335,9263
11336,11335
11337,1515
11338,7751
11339,-7228
11340,-8174
11341,4670
11342,11340
11343,-10349
11344,-6344
11345,10233
11346,-8395
11347,-6994
11348,-8254
11349,9764
11350,-790
11351,11282
11352,-5846
11353,-5484
11354,10667
11355,-10920
11356,1993
11357,10706
11358,-5912
11359,5222
11360,7084
11361,3262
11362,9724
11363,-7918
11364,-10534
11365,2697
11366,11348
11367,6112
11368,-11362
11369,-10334
11370,10961
11371,188
11372,-5404
11373,-5052
11374,-3564
11375,-11268
11376,-8862
11377,-4775
11378,2496
11379,11379
11380,1720
11381,-11378
11382,8543
11383,-9638
11384,4502
11385,-1113
11386,-8745
11387,10590
11388,3459
11389,-1213
11390,-3851
11391,6365
11392,1517
11393,4321
11394,-11009
11395,-8628
11396,-10563
11397,-9370
11398,-11171
11399,5503
11400,-10000
11401,3482
11402,10242
11403,4527
11404,397
11405,10455
11406,-2489
11407,-8632
11408,10151
11409,-5613
11410,-9760
11411,-9138
11412,-8891
11413,-3291
11414,11227
11415,-9912
11416,3099
11417,11231
11418,2196
11419,-308
11420,-1408
11421,-6126
11422,1208
11423,11404
11424,217
11425,-2608
11426,-5254
11427,-10868
11428,10774
11429,-11380
11430,-10438
11431,-11411
11432,-7667
11433,-11414
11434,6396
11435,-3186
11436,-4712
11437,4341
11438,-7199
11439,11430
11440,8863
11441,-6148
11442,-1109
11443,201
11444,-705
11445,-10974
11446,4632
11447,11008
11448,-1601
11449,10723
11450,-7758
11451,11299
11452,11061
11453,5962
11454,-7745
11455,9474
11456,-9898
11457,-10497
11458,9245
11459,7443
11460,-6157
11461,5714
11462,6057
11463,111
11464,-9912
11465,3113
11466,3586
11467,-11373
11468,-4825
11469,5364
11470,-11056
11471,7694
11472,-2725
11473,10847
11474,9123
11475,-2108
11476,-102
11477,-11417
11478,-5013
11479,9547
11480,3391
11481,-10788
11482,2612
11483,-11170
11484,11459
11485,-11475
11486,-10856
11487,11195
11488,-11463
11489,-7151
11490,-7703
11491,2119
11492,11492
11493,625
11494,2021
11495,-9391
11496,8080
11497,-2013
11498,-7930
11499,-6680
11500,-9510
11501,4466
11502,-11208
11503,10734
11504,8426
11505,2833
11506,-7554
11507,-11497
11508,10844
11509,-8074
11510,-1224
11511,10816
11512,5552
11513,-8307
11514,-6771
11515,8784
11516,1233
11517,11485
11518,-7084
11519,-3312
11520,-7945
11521,-1013
11522,-11367
11523,-7576
11524,11511
11525,2344
11526,4192
11527,10354
11528,-7330
11529,7106
11530,-3211
11531,-3319
11532,-11482
11533,-5744
11534,-10612
11535,3412
11536,2638
11537,-9300
11538,-8932
11539,5038
11540,-10358
11541,1939
11542,-6870
11543,-7108
11544,-11420
11545,3527
11546,9767
11547,2422
11548,1928
11549,-9310
11550,11481
11551,11537
11552,10145
11553,-8268
11554,7195
11555,7903
11556,-10954
11557,-7740
11558,8942
11559,9896
11560,-191
11561,-6880
11562,1019
11563,10430
11564,-1008
11565,-5046
11566,-6549
11567,-10866
11568,-8046
11569,4302
11570,-10607
11571,-9628
11572,-9621
11573,-11478
11574,11364
11575,-8769
11576,8422
11577,6629
11578,2750
11579,-10354
11580,7369
11581,-10690
11582,-8625
11583,11243
11584,7980
11585,4027
11586,-5772
11587,9034
11588,-10883
11589,-5786
11590,8426
11591,2854
11592,11484
11593,-11544
11594,-11320
11595,8645
11596,-7134
11597,-6132
11598,4401
11599,4206
11600,6476
11601,-10716
11602,316
11603,11182
11604,-10190
11605,11262
11606,6643
11607,11546
11608,-6999
11609,5245
11610,-11538
11611,-10185
11612,507
11613,-10839
11614,-5619
11615,-11220
11616,11389
11617,-7720
11618,10389
11619,2837
11620,-1645
11621,10810
11622,2537
11623,-11466
11624,8447
11625,7859
11626,-11085
11627,-11556
11628,-10927
11629,-5983
11630,-11474
11631,-9135
11632,7944
11633,10301
11634,3238
11635,9675
11636,-10396
11637,5267
11638,11555
11639,2569
11640,-8530
11641,6338
11642,-11487
11643,-11326
11644,6168
11645,-10123
11646,-8258
11647,-11043
11648,3460
11649,-10417
11650,5804
11651,-11601
11652,-9141
11653,10020
11654,-11584
11655,9465
11656,6758
11657,-4906
11658,10725
11659,-4508
11660,-2153
11661,9868
11662,-2972
11663,-618
11664,-9093
11665,-10996
11666,-4814
11667,-10288
11668,-7660
11669,-8345
11670,-9352
11671,-5815
11672,-1028
11673,7511
11674,6080
11675,-9939
11676,9822
11677,11469
11678,9530
11679,-11676
11680,-11254
11681,-8499
11682,9777
11683,4159
11684,-5274
11685,-7830
11686,-10670
11687,-10672
11688,111
11689,-10107
11690,5566
11691,-9171
11692,7450
11693,-11215
11694,5463
11695,2659
11696,10955
11697,-3082
11698,1137
11699,-2965
11700,7208
11701,10849
11702,-10325
11703,-11561
11704,717
11705,7693
11706,8066
11707,-11698
11708,11254
11709,8525
11710,-11225
11711,1044
11712,9802
11713,2684
11714,10333
11715,-3484
11716,-310
11717,-9971
11718,4729
11719,-9203
11720,11211
11721,11421
11722,-11328
11723,6458
11724,-10523
11725,11403
11726,-9745
11727,2567
11728,-3678
11729,-8456
11730,10790
11731,11497
11732,-11052
11733,1443
11734,-9931
11735,4843
11736,-11412
11737,-11578
11738,11067
11739,8668
11740,-3982
11741,11736
11742,-9815
11743,-7239
11744,-8177
11745,-6297
11746,-11139
11747,10404
11748,-9587
11749,10681
11750,-4734
11751,-4363
11752,-7320
11753,-1042
11754,9948
11755,11628
11756,-9669
11757,8616
11758,11563
11759,10970
11760,-5022
11761,-11603
11762,10473
11763,-10316
11764,9839
11765,-5306
11766,-1761
11767,-11656
11768,-7499
11769,213
11770,-6915
11771,4084
11772,-825
11773,-11131
11774,3893
11775,-6324
11776,-309
11777,-10619
11778,-4765
11779,-8419
11780,5321
11781,-8910
11782,-5050
11783,11712
11784,1678
11785,4479
11786,-9311
11787,7420
11788,-5037
11789,10087
11790,7171
11791,11211
11792,11490
11793,-10974
11794,4773
11795,-9391
11796,8290
11797,7259
11798,11081
11799,-6691
11800,6591
11801,-720
11802,6419
11803,-7840
11804,11663
11805,11650
11806,9770
11807,-4080
11808,-9459
11809,-3890
11810,-7680
11811,-10983
11812,97
11813,4482
11814,10263
11815,6504
11816,9282
11817,11657
11818,11732
11819,11367
11820,7777
11821,-11820
11822,-11475
11823,-11175
11824,4107
11825,-9540
11826,-10059
11827,4387
11828,11506
11829,11789
11830,11652
11831,1966
11832,-7034
11833,-310
11834,-10071
11835,9602
11836,11383
11837,-10024
11838,-8674
11839,739
11840,-7860
11841,3103
11842,-9226
11843,-8958
11844,11471
11845,-10247
11846,9097
11847,-10288
11848,-7778
11849,6530
11850,11614
11851,5344
11852,-1784
11853,4887
11854,-11476
11855,-2797
11856,-9861
11857,-5259
11858,313
11859,-10867
11860,2713
11861,-11534
11862,11112
11863,-2206
11864,-6715
11865,11724
11866,-4876
11867,-2912
11868,-3012
11869,-8411
11870,9698
11871,1141
11872,-6724
11873,-9935
11874,-11388
11875,-3209
11876,11765
11877,3102
11878,-11265
11879,8111
11880,-6628
11881,8192
11882,-11360
11883,-8
11884,-11757
11885,-10896
11886,-9712
11887,11564
11888,2389
11889,11695
11890,10849
11891,-10492
11892,9460
11893,-7336
11894,4422
11895,-11637
11896,-6121
11897,-10987
11898,8941
11899,329
11900,9073
11901,960
11902,-11550
11903,-11877
11904,-11645
11905,-9207
11906,-10071
11907,9660
11908,4606
11909,4916
11910,6649
11911,11718
11912,-1666
11913,-9729
11914,-5844
11915,-7090
11916,-6479
11917,-10251
11918,-203
11919,-11125
11920,6928
11921,-8455
11922,9861
11923,5284
11924,-1882
11925,2203
11926,-8075
11927,-10664
11928,-11817
11929,11869
11930,754
11931,216
11932,8304
11933,-8314
11934,-11632
11935,-11555
11936,-2627
11937,-7016
11938,8756
11939,-4445
11940,-4137
11941,-5490
11942,11916
11943,725
11944,7765
11945,-10158
11946,11262
11947,6839
11948,2921
11949,-7521
11950,-321
11951,-6320
11952,9248
11953,-8968
11954,-11333
11955,11436
11956,6781
11957,11860
11958,-5606
11959,-11781
11960,-326
11961,7940
11962,-11129
11963,-11912
11964,9516
11965,-1386
11966,6330
11967,3639
11968,10297
11969,-10877
11970,-8636
11971,-2827
11972,5031
11973,-11569
11974,-11930
11975,11741
11976,-9142
11977,418
11978,-2008
11979,5974
11980,-11571
11981,5891
11982,-5891
11983,5887
11984,-4045
11985,11749
11986,-6328
11987,-8862
11988,-5031
11989,11584
11990,-9739
11991,-749
11992,-11557
11993,-9538
11994,-1488
11995,10772
11996,5971
11997,11034
11998,7974
11999,7148
12000,-9225
12001,-11509
12002,11700
12003,7817
12004,7895
12005,-2124
12006,-3353
12007,9556
12008,-7959
12009,11706
12010,4964
12011,3364
12012,7227
12013,11687
12014,3270
12015,4654
12016,-11583
12017,-629
12018,-7568
12019,-1163
12020,-6890
12021,5627
12022,-4768
12023,9695
12024,545
12025,-11998
12026,3062
12027,10448
12028,-9691
12029,-8742
12030,-10450
12031,-10510
12032,11796
12033,7568
12034,1159
12035,2948
12036,11158
12037,-9698
12038,-1163
12039,-6901
12040,-10614
12041,-11941
12042,-2320
12043,-12016
12044,-6722
12045,10191
12046,-3861
12047,-212
12048,12028
12049,11037
12050,-6656
12051,-10362
12052,-10314
12053,1814
12054,-11618
12055,-4584
12056,4873
12057,-4584
12058,4874
12059,-11862
12060,7339
12061,2865
12062,-1590
12063,-4180
12064,-11990
12065,-11990
12066,-11991
12067,-5350
12068,-1594
12069,11302
12070,-11982
12071,419
12072,-11107
12073,12012
12074,-11986
12075,8860
12076,7863
12077,4772
12078,953
12079,-10752
12080,-12018
12081,11921
12082,11773
12083,-11998
12084,3077
12085,-11868
12086,9741
12087,10653
12088,1692
12089,11706
12090,4997
12091,11562
12092,9760
12093,9681
12094,-11893
12095,10611
12096,-11654
12097,11685
12098,-11955
12099,11442
12100,3805
12101,-6133
12102,-6941
12103,11373
12104,5100
12105,-11261
12106,-12096
12107,-9238
12108,-11978
12109,-9432
12110,-9769
12111,11826
12112,10480
12113,-4185
12114,-4698
12115,11733
12116,9089
12117,-4412
12118,-11310
12119,-3187
12120,-11991
12121,-5374
12122,-11560
12123,10583
12124,10366
12125,-11527
12126,5775
12127,8293
12128,-8736
12129,-8438
12130,3795
12131,-529
12132,-11360
12133,-8
12134,-12005
12135,10039
12136,-12125
12137,12134
12138,11174
12139,7297
12140,9655
12141,-9404
12142,11373
12143,5116
12144,12102
12145,6711
12146,6435
12147,10342
12148,-1487
12149,10393
12150,6978
12151,-6068
12152,12151
12153,-7642
12154,-12119
12155,11591
12156,-12102
12157,-6711
12158,-6435
12159,-10347
12160,11997
12161,8219
12162,6806
12163,11754
12164,-11727
12165,-6519
12166,2358
12167,11833
12168,11946
12169,12116
12170,10969
12171,-12069
12172,10238
12173,5298
12174,11646
12175,-1412
12176,12047
12177,10297
12178,-11067
12179,-8996
12180,12166
12181,11979
12182,-1306
12183,9565
12184,11118
12185,1170
12186,11828
12187,1170
12188,11830
12189,-11518
12190,-9706
12191,12177
12192,2269
12193,8492
12194,-3314
12195,-4529
12196,11262
12197,6982
12198,11980
12199,-10912
12200,11572
12201,-12181
12202,10554
12203,-12005
12204,10096
12205,-10755
12206,11849
12207,-10807
12208,964
12209,5515
12210,-12183
12211,1178
12212,1183
12213,11992
12214,-6291
12215,-12205
12216,-1070
12217,-11715
12218,10
12219,-6650
12220,-8346
12221,-11442
12222,-3836
12223,1404
12224,3515
12225,5229
12226,12027
12227,10179
12228,2908
12229,-10978
12230,-11698
12231,11757
12232,11218
12233,7179
12234,-5442
12235,-8440
12236,-12160
12237,-10935
12238,-9465
12239,-7100
12240,-4
12241,9262
12242,6762
12243,11774
12244,-7784
12245,9335
12246,-11888
12247,-2590
12248,-11886
12249,11965
12250,11886
12251,-11967
12252,7641
12253,7386
12254,-1417
12255,1728
12256,1520
12257,-6202
12258,-5832
12259,-11442
12260,-3848
12261,-5346
12262,10258
12263,-7902
12264,9563
12265,-95
12266,-8378
12267,-7205
12268,11908
12269,12008
12270,9081
12271,11958
12272,10930
12273,-4772
12274,-974
12275,-1298
12276,6121
12277,11341
12278,-1825
12279,-3222
12280,11745
12281,12132
12282,-9068
12283,-12019
12284,8227
12285,9073
12286,991
12287,-12105
12288,5271
12289,-6859
12290,9650
12291,-10155
12292,-12050
12293,11219
12294,-4478
12295,11589
12296,4044
12297,-8564
12298,-223
12299,-655
12300,-12296
12301,2371
12302,9654
12303,1400
12304,-11230
12305,-11441
12306,7745
12307,-10182
12308,1204
12309,-8571
12310,-8254
12311,10592
12312,-12222
12313,-11495
12314,-1079
12315,12200
12316,-11460
12317,6230
12318,-2712
12319,8883
12320,-12187
12321,8505
12322,-8022
12323,12303
12324,6161
12325,-4076
12326,12038
12327,-6784
12328,11883
12329,12296
12330,-2369
12331,-2917
12332,-12326
12333,12324
12334,5561
12335,4590
12336,-1640
12337,-1088
12338,-10439
12339,-6052
12340,-11864
12341,-12030
12342,9203
12343,-11808
12344,-11702
12345,-5178
12346,-7521
12347,-332
12348,10451
12349,10883
12350,6172
12351,11638
12352,12347
12353,6364
12354,-9414
12355,-12064
12356,-3461
12357,10628
12358,96
12359,12156
12360,-11420
12361,3777
12362,8919
12363,-231
12364,12311
12365,9697
12366,11000
12367,-11863
12368,-4193
12369,-10581
12370,-1427
12371,-8126
12372,-11922
12373,-4177
12374,11983
12375,10180
12376,11706
12377,5115
12378,5798
12379,-12153
12380,-11990
12381,-12304
12382,-12367
12383,-12293
12384,-647
12385,2076
12386,6917
12387,-8770
12388,12022
12389,9508
12390,12385
12391,9244
12392,12278
12393,7561
12394,9005
12395,11534
12396,-11613
12397,-12331
12398,3051
12399,-6093
12400,12313
12401,-11044
12402,11956
12403,-9726
12404,4499
12405,2944
12406,-3995
12407,11092
12408,10189
12409,-9032
12410,-981
12411,-9098
12412,653
12413,-5410
12414,-2188
12415,-12326
12416,12407
12417,-9335
12418,12054
12419,3561
12420,-12419
12421,3481
12422,1433
12423,5224
12424,5609
12425,-11819
12426,-4005
12427,-6291
12428,-12418
12429,-8158
12430,-8162
12431,-1759
12432,3581
12433,-5017
12434,-1534
12435,-9760
12436,-9958
12437,9336
12438,-9035
12439,2724
12440,-2950
12441,551
12442,-11690
12443,1657
12444,-12220
12445,8890
12446,-8083
12447,-3893
12448,6681
12449,11450
12450,11124
12451,4611
12452,-9418
12453,5916
12454,-4634
12455,1869
12456,3050
12457,5821
12458,4516
12459,-12449
12460,-11279
12461,-7855
12462,-10606
12463,213
12464,-7323
12465,-656
12466,-6967
12467,10832
12468,-2613
12469,8991
12470,-2938
12471,7151
12472,8368
12473,-11636
12474,5532
12475,4213
12476,-1549
12477,2413
12478,3173
12479,-103
12480,-7777
12481,12480
12482,12479
12483,6989
12484,10788
12485,-2833
12486,8204
12487,-12038
12488,6879
12489,-11059
12490,-6986
12491,9803
12492,11779
12493,-11499
12494,-8703
12495,-8859
12496,3592
12497,-11456
12498,-12291
12499,-11077
12500,3165
12501,-12352
12502,8454
12503,320
12504,-5350
12505,-1652
12506,5753
12507,-8471
12508,-11931
12509,8701
12510,-11710
12511,12000
12512,-9672
12513,-10279
12514,3596
12515,11283
12516,-12510
12517,-2213
12518,-12121
12519,-8397
12520,-5752
12521,-3175
12522,-11431
12523,-11907
12524,-4453
12525,12256
12526,-7553
12527,-7186
12528,11571
12529,-6165
12530,-11655
12531,3811
12532,-3080
12533,-11849
12534,11100
12535,-8575
12536,12533
12537,-11625
12538,-11213
12539,7644
12540,-6070
12541,-5372
12542,1548
12543,9041
12544,-6051
12545,-3614
12546,-11542
12547,2636
12548,-2542
12549,5473
12550,4255
12551,12038
12552,-6908
12553,-4451
12554,-7467
12555,-6732
12556,-5271
12557,7015
12558,2201
12559,11943
12560,-12212
12561,7392
12562,2092
12563,-3718
12564,12529
12565,4057
12566,-11730
12567,8166
12568,-10582
12569,-11289
12570,11958
12571,11196
12572,-7467
12573,-6742
12574,-1778
12575,1776
12576,-10585
12577,10404
12578,-10264
12579,5090
12580,7311
12581,-6187
12582,11745
12583,12430
12584,12063
12585,-8256
12586,1329
12587,-1338
12588,3945
12589,-9375
12590,-5894
12591,-4575
12592,-9383
12593,-10151
12594,6191
12595,11102
12596,-4767
12597,11758
12598,10470
12599,10086
12600,12557
12601,-685
12602,-1665
12603,559
12604,-2544
12605,8027
12606,-2886
12607,-11368
12608,-12472
12609,1549
12610,-2444
12611,2001
12612,2435
12613,-3314
12614,-4684
12615,-1446
12616,-9619
12617,6670
12618,-4902
12619,-11331
12620,-8368
12621,11778
12622,-2127
12623,1781
12624,3523
12625,-12076
12626,3519
12627,5109
12628,8797
12629,6502
12630,-11236
12631,-12575
12632,-9023
12633,-4280
12634,-11534
12635,11836
12636,-12620
12637,2784
12638,6597
12639,-4266
12640,3531
12641,-1887
12642,-11251
12643,10332
12644,8127
12645,3737
12646,-12609
12647,12349
12648,7147
12649,1553
12650,10995
12651,-6869
12652,-12597
12653,8960
12654,2241
12655,-10943
12656,9361
12657,-10264
12658,5122
12659,11818
12660,-7874
12661,-11650
12662,-10474
12663,888
12664,11112
12665,-2354
12666,10280
12667,8248
12668,-12270
12669,11060
12670,12667
12671,1249
12672,-12374
12673,-8486
12674,6711
12675,6715
12676,-12525
12677,-6410
12678,-11575
12679,-12430
12680,-12156
12681,11715
12682,-15
12683,-8249
12684,9296
12685,-349
12686,3543
12687,-8329
12688,7554
12689,12679
12690,-5721
12691,2017
12692,1239
12693,11889
12694,11893
12695,-11133
12696,9149
12697,8008
12698,-1022
12699,10562
12700,-434
